Age,Job,Credit amount,Duration,Risk,Installment rate,Repayment_Strain,High_Risk_Demographic,Liquidity_Score,Sex_male,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_nan,Saving accounts_quite rich,Saving accounts_rich,Checking account_moderate,Checking account_nan,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
-0.4451494431890726,1,1.2444004772923365,1.5622454380434003,good,1.3045945993775518,2.551422831825585,0,-0.1995271762946575,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-1.7350815953859162,2,-0.8743256214560916,0.6307973464640294,good,1.3045945993775518,1.5044406656702887,1,3.018653086522398,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.7219320278461667,1,0.6577720761365611,0.16507330067434395,bad,1.3045945993775518,0.9809495825926406,0,-0.1995271762946575,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.3361854336541874,3,1.7689696750521235,1.4587512056456924,bad,1.3045945993775518,2.435091480030552,0,1.0877449288321648,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.5376560061037605,1,0.07505571645560435,-1.542581533887836,good,-0.44419172686581526,-1.1420975876667099,0,1.731380981395576,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
0.967633390169375,0,0.438697753546711,-0.5593863261096111,bad,0.4302014362558683,-0.21144677330644662,0,1.731380981395576,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
0.7833573684269688,0,-1.2061378665475366,-1.1286046042970044,good,0.4302014362558683,-0.6913135994609574,0,-0.1995271762946575,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.1822535301586974,1,0.13444761884603448,-1.2320988366947123,good,0.4302014362558683,-0.778562113307232,0,-0.1995271762946575,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.5204614553965936,2,-1.3389694566243369,-0.8698690233027347,good,-0.44419172686581526,-0.7640206943328529,0,-0.1995271762946575,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1.5204614553965936,3,0.6165178205839269,-1.6978228824843977,good,1.3045945993775518,-1.1130147497179517,0,-0.8431632288580687,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
-1.3051042113203015,2,0.689068407935111,0.6307973464640294,good,-0.44419172686581526,0.07938160618113563,0,-0.1995271762946575,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.47623066552295845,3,0.9787372971387358,-0.19715651271763363,good,1.3045945993775518,0.5737898513100255,0,1.0877449288321648,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
-1.7350815953859162,2,0.49079903318861523,-0.7146276747061729,good,-0.44419172686581526,-0.6767721804865783,1,1.731380981395576,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.8137014866738851,0,-0.9756830596673047,1.5622454380434003,bad,1.3045945993775518,2.551422831825585,0,-0.1995271762946575,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.5065747837698746,0,1.1151252885562806,-0.40414497751304934,good,1.3045945993775518,0.34112714771995967,0,0.44410887626875367,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.1519094119117812,0,1.543849470183008,-1.2838459528935662,bad,-1.3185848899874988,-1.171180425615468,0,-0.1995271762946575,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.3533799843613543,0,-0.9223370395561399,-0.9216161395015887,good,-1.3185848899874988,-1.0693904927948144,0,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.5204614553965936,2,1.346113555637624,-0.4558920937119033,bad,-1.3185848899874988,-0.9385177220254023,0,0.44410887626875367,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.4893802330627077,2,-0.0382156662471022,-0.3006507451153415,good,0.4302014362558683,0.006674511309240059,1,3.018653086522398,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
-1.4893802330627077,0,-0.026301721755608732,1.2517627408502765,bad,-0.44419172686581526,0.42837566156623436,1,-0.8431632288580687,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.26087342144666636,0,-0.7251345852118675,0.7860386950605912,good,1.3045945993775518,1.678937693362838,0,-0.1995271762946575,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-1.0594028489970932,1,0.12857955663380635,1.7174867866399621,good,-0.44419172686581526,0.6901212031050583,0,-1.4867992814214799,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.29195464378055225,1,-1.0158703948177155,1.1482685084525688,bad,1.3045945993775518,2.086097424645453,0,-0.8431632288580687,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.2436788707394995,1,0.6419460901702488,-0.3523978613141954,good,1.3045945993775518,0.3992928236174761,0,1.0877449288321648,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.23052930319975018,2,-0.16108933256981842,-1.2320988366947123,good,1.3045945993775518,-0.5895236666403035,0,-0.8431632288580687,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.015172059123458105,3,-0.03216978396783686,-1.490834417688982,good,-0.44419172686581526,-1.1130147497179517,0,0.44410887626875367,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.967633390169375,1,1.5331802661607752,-0.8698690233027347,bad,-1.3185848899874988,-1.0548490738204352,0,-0.8431632288580687,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.26087342144666636,1,-1.1206064143026357,0.7342915788617372,good,0.4302014362558683,0.8791596497719868,0,0.44410887626875367,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
-1.4279548924819057,2,1.6213790194112343,-1.6978228824843977,bad,0.4302014362558683,-1.171180425615468,1,-0.1995271762946575,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-1.7350815953859162,1,1.1202820705003598,1.1482685084525688,bad,-1.3185848899874988,-0.4877337338196498,1,0.44410887626875367,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.4148053249421564,0,0.07914557799746033,-0.3006507451153415,bad,0.4302014362558683,0.006674511309240059,0,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.752276146093083,1,1.5769240026519302,1.3035098570491306,good,0.4302014362558683,1.3590264759264976,0,0.44410887626875367,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.29195464378055225,1,0.376994190284797,-1.3355930690924203,good,0.4302014362558683,-0.8658106271535067,0,-0.1995271762946575,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1.1519094119117812,1,-1.2936253395298467,0.7860386950605912,good,-1.3185848899874988,-0.5895236666403035,0,0.44410887626875367,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.13802274028506226,1,1.2239511695830567,0.21682041687319786,bad,1.3045945993775518,1.039115258490157,0,1.0877449288321648,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.26087342144666636,1,-0.23577376072544912,-0.5076392099107573,good,1.3045945993775518,0.22479579592492674,0,-0.8431632288580687,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.7219320278461667,2,1.0086110684009881,-0.3006507451153415,good,1.3045945993775518,0.45745849951499257,0,1.0877449288321648,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1.3361854336541874,2,-0.737937630038547,0.42380888166861364,good,-1.3185848899874988,-0.6913135994609574,0,0.44410887626875367,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
1.7047374771389998,1,-0.5471366981076142,1.3035098570491306,good,-1.3185848899874988,-0.4441094768965124,0,1.731380981395576,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
-1.6122309142243119,3,-0.21265715201061106,0.37206176546975966,good,-0.44419172686581526,-0.06603258356265551,1,-0.1995271762946575,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.8751268272546872,1,1.603952652841587,1.7174867866399621,bad,1.3045945993775518,2.725919859518134,0,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.26087342144666636,0,-0.4795650726334722,0.16507330067434395,bad,1.3045945993775518,0.9809495825926406,0,1.0877449288321648,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.6605066872653647,1,1.1241941119751784,-1.2838459528935662,good,1.3045945993775518,-0.6476893425378201,0,-0.1995271762946575,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.9062080495885729,2,0.6650626988850868,-0.09366228031992574,good,0.4302014362558683,0.18117153900178942,0,0.44410887626875367,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1.2747600930733853,3,1.11388054808702,-0.19715651271763363,bad,0.4302014362558683,0.09392302515551473,0,-0.8431632288580687,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.967633390169375,1,-1.0288512597114323,0.26856753307205183,good,0.4302014362558683,0.4865413374637508,0,0.44410887626875367,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
-0.6908508055122808,3,0.7461486494540573,-1.1286046042970044,good,-1.3185848899874988,-1.1275561686923308,0,-1.4867992814214799,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.7833573684269688,0,-0.721578183871123,0.5790502302651754,bad,-0.44419172686581526,0.050298768232377396,0,-0.1995271762946575,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.29195464378055225,2,-1.404051601159958,-0.09366228031992574,good,1.3045945993775518,0.6901212031050583,0,-1.4867992814214799,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4148053249421564,0,1.5118418581163093,0.32031464927090575,bad,0.4302014362558683,0.5301655943868882,0,-0.8431632288580687,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.19944808086586432,0,-1.607477757850533,-0.4558920937119033,good,0.4302014362558683,-0.12419825946017196,0,-0.1995271762946575,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.6433121365581977,2,-1.508787620644878,-0.14540939651877968,good,-0.44419172686581526,-0.35686096305023773,0,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9979775084162913,1,1.2074139033485956,0.47555599786746755,bad,1.3045945993775518,1.3299436379777394,0,-0.8431632288580687,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.2133347524925833,1,-0.4560928237845597,1.4070040894468385,bad,-1.3185848899874988,-0.4150266389477542,0,-0.8431632288580687,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.23052930319975018,2,-0.6077733409673048,0.941280043657153,bad,0.4302014362558683,1.0536566774645362,0,-0.8431632288580687,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4893802330627077,1,-0.7155323015918578,-1.1803517204958585,good,0.4302014362558683,-0.7349378563840947,1,1.731380981395576,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
0.7833573684269688,1,1.4010599563521238,-0.6111334423084651,good,0.4302014362558683,-0.255071030229584,0,1.731380981395576,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.47623066552295845,0,0.43834211341263657,1.5622454380434003,bad,-0.44419172686581526,0.6028726892587837,0,1.731380981395576,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
-0.9365521678354892,1,0.07416661612041828,0.8377858112594451,bad,1.3045945993775518,1.7371033692603546,0,1.0877449288321648,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-1.3051042113203015,0,-0.41732804917044664,1.769233902838816,bad,-1.3185848899874988,-0.3132367061271004,0,-0.1995271762946575,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-1.1208281895778953,0,-0.06684469704009396,-1.59432865008669,good,0.4302014362558683,-1.0839319117691935,0,0.44410887626875367,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.9979775084162913,1,-1.6608237779616977,1.0447742760548608,good,1.3045945993775518,1.9697660728504203,0,0.44410887626875367,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.8137014866738851,1,-1.246858661899059,0.06157906827663607,good,1.3045945993775518,0.8646182307976077,0,-0.1995271762946575,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.1208281895778953,3,-0.5231309890575901,0.47555599786746755,good,0.4302014362558683,0.6610383651563001,0,1.0877449288321648,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-1.6736562548051142,2,-1.3948049576740227,1.0965213922537147,good,-1.3185848899874988,-0.5022751527940289,0,-1.4867992814214799,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.3361854336541874,0,1.3903907523298908,-0.14540939651877968,bad,-0.44419172686581526,-0.35686096305023773,0,-0.8431632288580687,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.4279548924819057,2,0.3318278932573442,0.42380888166861364,bad,0.4302014362558683,0.6174141082331628,1,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1.5818867959773957,0,-0.7427387718485517,0.6307973464640294,good,1.3045945993775518,1.5044406656702887,0,-0.8431632288580687,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1.3361854336541874,1,1.2159492665663818,-0.4558920937119033,good,0.4302014362558683,-0.12419825946017196,0,1.731380981395576,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
-0.4451494431890726,2,-0.08444888367677834,-0.6111334423084651,good,1.3045945993775518,0.10846444412989385,0,-0.1995271762946575,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.2133347524925833,2,-1.693187030162471,0.21682041687319786,good,1.3045945993775518,1.039115258490157,0,1.0877449288321648,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.3222987620274685,2,1.4364461496925296,1.5104983218445462,good,1.3045945993775518,2.4932571559280685,0,1.731380981395576,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-1.7350815953859162,1,-0.7142875611225973,1.4070040894468385,good,-1.3185848899874988,-0.4150266389477542,1,-0.1995271762946575,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.38372410260827056,1,0.41113564315594253,-0.6628805585073191,good,-0.44419172686581526,-0.6476893425378201,0,-0.8431632288580687,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.6433121365581977,1,1.5230445223396538,0.889532927458299,bad,-1.3185848899874988,-0.5604408286915453,0,1.0877449288321648,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
